icd9_code,icd9_description
201.48,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites"
201.50,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"
201.52,"Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes"
201.58,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites"
201.90,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
201.91,"Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck"
201.92,"Hodgkin's disease, unspecified type, intrathoracic lymph nodes"
201.98,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites"
202.00,"Nodular lymphoma, unspecified site, extranodal and solid organ sites"
202.01,"Nodular lymphoma, lymph nodes of head, face, and neck"
202.03,"Nodular lymphoma, intra-abdominal lymph nodes"
202.05,"Nodular lymphoma, lymph nodes of inguinal region and lower limb"
202.06,"Nodular lymphoma, intrapelvic lymph nodes"
202.08,"Nodular lymphoma, lymph nodes of multiple sites"
202.10,"Mycosis fungoides, unspecified site, extranodal and solid organ sites"
202.11,"Mycosis fungoides, lymph nodes of head, face, and neck"
202.12,"Mycosis fungoides, intrathoracic lymph nodes"
202.13,"Mycosis fungoides, intra-abdominal lymph nodes"
202.18,"Mycosis fungoides, lymph nodes of multiple sites"
202.20,"Sezary's disease, unspecified site, extranodal and solid organ sites"
202.40,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"
202.43,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes"
202.52,"Letterer-siwe disease, intrathoracic lymph nodes"
202.60,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites"
202.70,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites"
202.78,"Peripheral T cell lymphoma, lymph nodes of multiple sites"
202.80,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
202.81,"Other malignant lymphomas, lymph nodes of head, face, and neck"
202.82,"Other malignant lymphomas, intrathoracic lymph nodes"
202.83,"Other malignant lymphomas, intra-abdominal lymph nodes"
202.85,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb"
202.87,"Other malignant lymphomas, spleen"
202.88,"Other malignant lymphomas, lymph nodes of multiple sites"
202.90,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"
203.00,"Multiple myeloma, without mention of having achieved remission"
203.01,"Multiple myeloma, in remission"
203.02,"Multiple myeloma, in relapse"
203.10,"Plasma cell leukemia, without mention of having achieved remission"
203.12,"Plasma cell leukemia, in relapse"
203.80,"Other immunoproliferative neoplasms, without mention of having achieved remission"
203.82,"Other immunoproliferative neoplasms, in relapse"
204.00,"Acute lymphoid leukemia, without mention of having achieved remission"
204.01,"Acute lymphoid leukemia, in remission"
204.02,"Acute lymphoid leukemia, in relapse"
204.10,"Chronic lymphoid leukemia, without mention of having achieved remission"
204.11,"Chronic lymphoid leukemia, in remission"
204.12,"Chronic lymphoid leukemia, in relapse"
204.80,"Other lymphoid leukemia, without mention of having achieved remission"
204.90,"Unspecified lymphoid leukemia, without mention of having achieved remission"
205.00,"Acute myeloid leukemia, without mention of having achieved remission"
205.01,"Acute myeloid leukemia, in remission"
205.02,"Acute myeloid leukemia, in relapse"
205.10,"Chronic myeloid leukemia, without mention of having achieved remission"
205.11,"Chronic myeloid leukemia, in remission"
205.12,"Chronic myeloid leukemia, in relapse"
205.30,"Myeloid sarcoma, without mention of having achieved remission"
205.90,"Unspecified myeloid leukemia, without mention of having achieved remission"
206.00,"Acute monocytic leukemia, without mention of having achieved remission"
207.22,"Megakaryocytic leukemia, in relapse"
207.80,"Other specified leukemia, without mention of having achieved remission"
208.00,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
208.90,"Unspecified leukemia, without mention of having achieved remission"
208.91,"Unspecified leukemia, in remission"
209.03,Malignant carcinoid tumor of the ileum
209.17,Malignant carcinoid tumor of the rectum
209.20,Malignant carcinoid tumor of unknown primary site
209.21,Malignant carcinoid tumor of the bronchus and lung
209.25,"Malignant carcinoid tumor of foregut, not otherwise specified"
209.29,Malignant carcinoid tumor of other sites
209.30,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
209.36,Merkel cell carcinoma of other sites
209.43,Benign carcinoid tumor of the ileum
209.51,Benign carcinoid tumor of the appendix
209.57,Benign carcinoid tumor of the rectum
209.61,Benign carcinoid tumor of the bronchus and lung
209.63,Benign carcinoid tumor of the stomach
209.69,Benign carcinoid tumor of other sites
209.71,Secondary neuroendocrine tumor of distant lymph nodes
209.72,Secondary neuroendocrine tumor of liver
209.73,Secondary neuroendocrine tumor of bone
209.74,Secondary neuroendocrine tumor of peritoneum
209.75,Secondary Merkel cell carcinoma
209.79,Secondary neuroendocrine tumor of other sites
210.1,Benign neoplasm of tongue
210.2,Benign neoplasm of major salivary glands
210.4,Benign neoplasm of other and unspecified parts of mouth
211.0,Benign neoplasm of esophagus
211.1,Benign neoplasm of stomach
211.2,"Benign neoplasm of duodenum, jejunum, and ileum"
211.3,Benign neoplasm of colon
211.4,Benign neoplasm of rectum and anal canal
211.5,Benign neoplasm of liver and biliary passages
211.6,"Benign neoplasm of pancreas, except islets of Langerhans"
211.7,Benign neoplasm of islets of Langerhans
211.8,Benign neoplasm of retroperitoneum and peritoneum
211.9,Benign neoplasm of other and unspecified site in the digestive system
212.0,"Benign neoplasm of nasal cavities, middle ear, and accessory sinuses"
212.1,Benign neoplasm of larynx
212.2,Benign neoplasm of trachea
212.3,Benign neoplasm of bronchus and lung
212.5,Benign neoplasm of mediastinum
212.6,Benign neoplasm of thymus
212.7,Benign neoplasm of heart
213.0,Benign neoplasm of bones of skull and face
213.2,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
213.7,Benign neoplasm of long bones of lower limb
214.0,Lipoma of skin and subcutaneous tissue of face
214.1,Lipoma of other skin and subcutaneous tissue
214.2,Lipoma of intrathoracic organs
214.3,Lipoma of intra-abdominal organs
214.4,Lipoma of spermatic cord
214.8,Lipoma of other specified sites
214.9,"Lipoma, unspecified site"
215.0,"Other benign neoplasm of connective and other soft tissue of head, face, and neck"
215.3,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip"
215.4,Other benign neoplasm of connective and other soft tissue of thorax
215.5,Other benign neoplasm of connective and other soft tissue of abdomen
215.6,Other benign neoplasm of connective and other soft tissue of pelvis
216.3,Benign neoplasm of skin of other and unspecified parts of face
216.4,Benign neoplasm of scalp and skin of neck
216.5,"Benign neoplasm of skin of trunk, except scrotum"
216.6,"Benign neoplasm of skin of upper limb, including shoulder"
216.7,"Benign neoplasm of skin of lower limb, including hip"
216.9,"Benign neoplasm of skin, site unspecified"
217,Benign neoplasm of breast
218.0,Submucous leiomyoma of uterus
218.1,Intramural leiomyoma of uterus
218.2,Subserous leiomyoma of uterus
218.9,"Leiomyoma of uterus, unspecified"
220,Benign neoplasm of ovary
221.8,Benign neoplasm of other specified sites of female genital organs
223.0,"Benign neoplasm of kidney, except pelvis"
225.0,Benign neoplasm of brain
225.1,Benign neoplasm of cranial nerves
225.2,Benign neoplasm of cerebral meninges
225.3,Benign neoplasm of spinal cord
225.4,Benign neoplasm of spinal meninges
226,Benign neoplasm of thyroid glands
227.0,Benign neoplasm of adrenal gland
227.1,Benign neoplasm of parathyroid gland
227.3,Benign neoplasm of pituitary gland and craniopharyngeal duct
228.01,Hemangioma of skin and subcutaneous tissue
228.02,Hemangioma of intracranial structures
228.04,Hemangioma of intra-abdominal structures
228.09,Hemangioma of other sites
228.1,"Lymphangioma, any site"
229.8,Benign neoplasm of other specified sites
230.0,"Carcinoma in situ of lip, oral cavity, and pharynx"
230.1,Carcinoma in situ of esophagus
230.2,Carcinoma in situ of stomach
230.6,"Carcinoma in situ of anus, unspecified"
230.8,Carcinoma in situ of liver and biliary system
230.9,Carcinoma in situ of other and unspecified digestive organs
231.2,Carcinoma in situ of bronchus and lung
232.5,"Carcinoma in situ of skin of trunk, except scrotum"
232.9,"Carcinoma in situ of skin, site unspecified"
233.0,Carcinoma in situ of breast
233.1,Carcinoma in situ of cervix uteri
233.3,Carcinoma in situ of other and unspecified female genital organs
233.31,"Carcinoma in situ, vagina"
233.4,Carcinoma in situ of prostate
233.7,Carcinoma in situ of bladder
233.9,Carcinoma in situ of other and unspecified urinary organs
235.2,"Neoplasm of uncertain behavior of stomach, intestines, and rectum"
235.3,Neoplasm of uncertain behavior of liver and biliary passages
235.4,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
235.5,Neoplasm of uncertain behavior of other and unspecified digestive organs
235.6,Neoplasm of uncertain behavior of larynx
235.7,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
235.8,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum"
236.0,Neoplasm of uncertain behavior of uterus
236.2,Neoplasm of uncertain behavior of ovary
236.7,Neoplasm of uncertain behavior of bladder
236.91,Neoplasm of uncertain behavior of kidney and ureter
237.0,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
237.1,Neoplasm of uncertain behavior of pineal gland
237.3,Neoplasm of uncertain behavior of paraganglia
237.5,Neoplasm of uncertain behavior of brain and spinal cord
237.6,Neoplasm of uncertain behavior of meninges
237.70,"Neurofibromatosis, unspecified"
237.71,"Neurofibromatosis, type 1 [von recklinghausen's disease]"
237.72,"Neurofibromatosis, type 2 [acoustic neurofibromatosis]"
237.73,Schwannomatosis
237.9,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
238.0,Neoplasm of uncertain behavior of bone and articular cartilage
238.1,Neoplasm of uncertain behavior of connective and other soft tissue
238.2,Neoplasm of uncertain behavior of skin
238.4,Polycythemia vera
238.6,Neoplasm of uncertain behavior of plasma cells
238.7,Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues
238.71,Essential thrombocythemia
238.72,Low grade myelodysplastic syndrome lesions
238.73,High grade myelodysplastic syndrome lesions
238.74,Myelodysplastic syndrome with 5q deletion
238.75,"Myelodysplastic syndrome, unspecified"
238.76,Myelofibrosis with myeloid metaplasia
238.77,Post-transplant lymphoproliferative disorder (PTLD)
238.79,Other lymphatic and hematopoietic tissues
238.8,Neoplasm of uncertain behavior of other specified sites
239.0,Neoplasm of unspecified nature of digestive system
239.1,Neoplasm of unspecified nature of respiratory system
239.2,"Neoplasm of unspecified nature of bone, soft tissue, and skin"
239.4,Neoplasm of unspecified nature of bladder
239.5,Neoplasm of unspecified nature of other genitourinary organs
239.6,Neoplasm of unspecified nature of brain
239.7,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
239.89,"Neoplasms of unspecified nature, other specified sites"
240.9,"Goiter, unspecified"
241.0,Nontoxic uninodular goiter
241.1,Nontoxic multinodular goiter
241.9,Unspecified nontoxic nodular goiter
242.00,Toxic diffuse goiter without mention of thyrotoxic crisis or storm
242.01,Toxic diffuse goiter with mention of thyrotoxic crisis or storm
242.10,Toxic uninodular goiter without mention of thyrotoxic crisis or storm
242.20,Toxic multinodular goiter without mention of thyrotoxic crisis or storm
242.21,Toxic multinodular goiter with mention of thyrotoxic crisis or storm
242.30,"Toxic nodular goiter, unspecified type, without mention of thyrotoxic crisis or storm"
242.80,Thyrotoxicosis of other specified origin without mention of thyrotoxic crisis or storm
242.81,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm
242.90,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm"
242.91,"Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm"
243,Congenital hypothyroidism
244.0,Postsurgical hypothyroidism
244.1,Other postablative hypothyroidism
244.2,Iodine hypothyroidism
244.3,Other iatrogenic hypothyroidism
244.8,Other specified acquired hypothyroidism
244.9,Unspecified acquired hypothyroidism
245.2,Chronic lymphocytic thyroiditis
245.8,Other and unspecified chronic thyroiditis
245.9,"Thyroiditis, unspecified"
246.2,Cyst of thyroid
246.8,Other specified disorders of thyroid
246.9,Unspecified disorder of thyroid
